crop_type,soil_moisture_%,soil_pH,nitrogen_ppm,phosphorus_ppm,potassium_ppm,temperature_C,rainfall_mm,humidity_%,sunlight_hours,row_spacing_cm,plant_spacing_cm,plant_density_per_sqm,pesticide_usage_ml,total_days,NDVI_index,yield_kg_per_ha
rice,51.72,7.4,89.5,27.85,89.39,24.52,856.43,74.7,7.04,25.23,8.77,45.19,146.22,94,0.775,3887.87
maize,56.56,7.0,81.79,56.92,86.46,26.44,970.38,70.76,8.59,61.23,25.84,6.32,297.24,133,0.674,7685.51
soybean,86.88,5.88,89.19,23.1,71.91,29.89,851.06,70.8,8.52,30.92,10.35,31.24,154.41,140,0.654,2296.75
cotton,46.67,7.49,67.73,63.7,63.35,26.87,1115.13,68.47,6.29,65.9,21.2,7.16,294.7,143,0.738,2256.93
maize,81.69,7.0,101.43,36.29,50.64,34.45,912.37,76.55,9.84,60.41,22.05,7.51,73.23,143,0.674,6339.3
cotton,63.85,7.22,56.56,20.52,40.87,23.09,727.2,66.72,8.36,58.34,27.59,6.21,258.23,128,0.622,2492.2
rice,49.52,5.74,65.47,23.18,46.48,18.55,1069.55,68.44,9.13,17.45,7.33,78.15,171.55,131,0.844,4171.37
cotton,52.21,6.7,113.08,38.32,37.18,19.29,1039.52,58.21,6.64,63.7,23.8,6.6,115.87,125,0.674,2578.0
wheat,63.78,6.65,99.6,72.47,38.6,26.64,939.55,64.16,9.84,18.97,6.18,85.24,161.52,119,0.617,4501.8
rice,84.67,5.51,93.47,29.68,46.71,18.3,606.0,76.41,8.83,26.55,11.18,33.69,463.89,109,0.604,4192.22
soybean,43.16,6.93,54.01,64.04,56.46,22.07,429.53,61.64,9.49,27.56,9.96,36.41,175.21,122,0.631,2277.03
cotton,46.47,6.1,102.87,34.15,79.56,31.98,1019.48,51.75,5.35,55.24,26.52,6.83,278.91,131,0.706,2974.34
soybean,73.78,6.14,75.93,41.87,36.99,31.67,580.67,58.63,5.39,34.44,14.94,19.44,418.66,144,0.619,1761.67
rice,75.85,5.75,59.27,25.8,68.29,23.65,686.87,84.3,6.03,17.85,7.64,73.3,76.65,100,0.776,3861.11
soybean,48.08,5.78,119.15,34.32,81.44,25.72,741.65,69.26,8.85,24.05,10.4,39.98,388.08,97,0.548,1986.84
cotton,76.84,7.41,54.36,24.28,57.4,22.03,694.17,63.96,7.76,59.24,20.8,8.12,417.11,91,0.536,2447.06
wheat,48.77,7.05,91.89,65.2,65.1,34.16,1116.56,63.02,5.84,13.05,6.49,118.0,271.78,111,0.675,4408.55
rice,54.5,7.11,72.0,46.43,84.93,30.55,1028.45,79.71,5.79,25.69,12.55,31.01,479.04,104,0.778,4018.98
wheat,57.56,7.02,93.31,43.37,41.4,29.66,904.96,81.4,7.3,23.0,9.82,44.27,67.54,122,0.541,4891.66
soybean,68.5,5.85,75.52,76.46,37.79,19.37,1063.25,73.99,9.78,34.79,17.07,16.83,197.22,148,0.795,2309.05
cotton,69.18,6.35,77.65,40.28,64.16,33.15,833.9,77.56,7.16,66.13,25.04,6.04,409.87,94,0.829,2242.74
maize,69.58,5.72,64.17,57.75,65.28,28.08,871.48,83.73,9.74,60.34,23.16,7.16,98.35,126,0.517,7250.28
rice,60.59,5.99,64.36,25.17,62.27,20.23,1033.93,79.62,8.02,24.31,12.07,34.09,256.68,95,0.741,4180.56
soybean,69.38,6.73,90.49,55.29,99.87,22.46,693.04,68.22,9.51,30.88,12.67,25.55,76.61,112,0.557,1952.78
cotton,89.22,5.88,42.66,38.07,64.88,31.98,421.94,79.61,6.25,64.86,26.28,5.87,147.63,102,0.602,2556.3
cotton,81.91,6.37,43.98,59.75,30.68,23.93,565.73,70.39,8.01,55.41,17.51,10.31,355.27,99,0.784,2782.69
cotton,69.9,6.71,117.91,73.07,53.87,20.61,439.55,54.4,5.88,51.94,17.79,10.82,121.23,112,0.886,2382.88
wheat,76.03,6.78,89.53,34.61,51.52,31.84,651.78,70.41,5.65,10.0,3.03,330.18,378.61,145,0.713,3951.34
wheat,85.22,6.31,61.9,72.41,90.24,22.4,1007.66,64.4,7.3,16.78,6.35,93.82,63.28,107,0.607,4694.78
maize,49.11,5.73,41.27,69.67,72.13,28.94,455.78,67.91,5.13,70.94,21.41,6.58,68.82,127,0.812,7202.93
cotton,66.45,5.59,87.16,57.94,79.4,22.73,818.8,59.74,7.95,65.6,23.93,6.37,431.84,107,0.635,2456.19
wheat,78.34,6.0,118.96,50.57,62.25,28.74,633.37,66.49,8.68,10.42,5.11,187.79,6.62,108,0.768,4419.8
rice,61.57,7.34,94.56,69.73,89.26,32.01,843.92,84.78,5.8,14.91,4.64,144.62,37.43,123,0.863,4164.27
wheat,43.2,7.48,70.51,68.32,65.11,33.66,964.89,72.93,8.52,15.07,6.01,110.34,210.99,112,0.787,4203.58
rice,86.65,6.31,80.06,33.66,65.71,26.7,828.34,77.98,8.47,21.0,9.12,52.2,374.76,132,0.565,3885.1
soybean,62.75,6.06,41.34,54.17,52.42,33.83,508.47,60.28,5.71,30.37,15.09,21.82,155.69,126,0.531,1979.28
cotton,51.22,6.89,119.8,58.35,75.07,22.28,1036.0,52.55,7.35,54.35,24.0,7.67,163.01,129,0.858,2283.45
rice,64.17,6.54,79.36,46.79,53.26,21.75,490.36,77.09,8.71,23.8,8.54,49.21,346.48,122,0.893,3510.79
wheat,43.32,5.87,105.64,24.7,67.24,22.63,1011.94,59.42,7.3,16.6,7.39,81.51,61.94,141,0.698,4221.59
cotton,53.51,6.0,50.13,42.17,48.75,19.6,1093.04,81.38,7.17,64.1,22.71,6.87,305.36,97,0.531,2976.55
maize,65.74,6.72,58.57,24.21,32.45,33.16,1145.2,77.03,7.52,57.13,27.56,6.35,464.41,137,0.898,7453.64
maize,76.9,5.91,111.12,50.32,86.13,34.34,721.88,78.2,9.39,52.95,25.57,7.39,352.4,112,0.57,6222.67
cotton,44.27,6.33,64.1,22.68,64.46,34.76,497.21,57.66,5.85,61.45,28.81,5.65,106.71,139,0.713,2856.18
rice,72.47,5.86,94.77,23.18,52.6,19.0,438.92,60.44,5.62,18.12,5.58,98.95,332.38,149,0.729,3398.07
soybean,58.83,6.72,58.3,22.83,43.48,34.85,495.22,53.02,9.97,20.03,7.96,62.7,436.74,127,0.692,1920.55
rice,54.82,7.08,101.44,70.05,52.22,27.21,919.53,76.22,5.88,14.49,4.47,154.24,247.65,91,0.552,3691.73
soybean,44.43,6.24,72.05,38.16,76.16,30.98,836.11,76.65,7.48,41.16,19.0,12.79,67.4,114,0.625,1612.71
rice,89.2,6.87,93.62,32.59,74.82,33.31,631.59,52.2,9.81,15.14,5.33,123.96,5.18,96,0.644,4326.74
soybean,66.22,7.19,40.7,77.32,47.81,30.85,588.36,80.83,6.89,26.13,9.03,42.38,304.35,107,0.702,2200.34
maize,69.28,6.58,74.8,56.39,86.12,19.25,760.23,58.38,6.23,55.35,22.47,8.04,173.21,139,0.594,6407.7
maize,42.55,6.21,92.15,77.11,84.03,24.18,567.59,84.88,6.46,63.75,20.88,7.51,194.2,115,0.601,5986.93
rice,69.25,7.19,67.8,72.31,79.62,28.04,697.32,72.36,9.27,12.83,4.55,171.11,247.94,129,0.608,3349.27
rice,47.56,7.1,112.02,63.16,99.97,21.2,466.75,70.0,7.65,25.96,10.85,35.5,31.42,119,0.718,3684.87
cotton,69.87,6.12,43.98,56.87,33.17,30.85,984.17,74.12,9.4,51.82,20.06,9.62,42.03,138,0.705,2617.92
cotton,59.05,6.85,67.63,58.75,39.49,24.77,914.37,68.82,9.61,62.86,27.57,5.77,408.18,128,0.688,2831.86
maize,58.28,6.59,44.45,65.8,64.67,28.11,401.75,67.15,5.7,53.53,19.95,9.37,405.48,94,0.674,7935.27
maize,51.98,7.26,68.49,40.62,48.57,25.63,675.14,84.45,6.14,56.6,26.91,6.57,115.72,98,0.728,7085.73
wheat,60.43,7.35,73.25,28.92,47.8,22.0,1065.93,59.48,8.13,16.12,6.29,98.62,68.79,146,0.704,4165.21
cotton,65.74,6.98,47.48,71.63,95.47,29.72,1088.24,69.5,6.59,59.14,28.97,5.84,193.98,104,0.848,2660.92
cotton,59.91,6.53,109.91,46.66,59.27,20.05,1023.73,57.17,9.83,58.01,20.45,8.43,115.56,120,0.679,3012.21
wheat,71.0,6.4,64.3,57.99,47.7,20.27,527.6,82.71,8.52,17.19,7.52,77.32,119.8,146,0.881,4077.0
maize,66.51,6.52,115.45,53.39,60.29,20.88,1123.99,51.11,6.15,64.46,23.41,6.63,207.81,101,0.874,7049.05
wheat,49.9,6.91,66.93,27.62,98.56,33.82,634.78,81.6,5.53,10.0,3.51,285.29,453.61,127,0.763,4096.85
rice,44.12,5.64,94.14,28.35,33.98,24.52,964.23,55.97,9.27,26.03,9.85,39.02,76.01,140,0.639,3963.57
rice,55.89,6.99,64.49,24.9,32.02,25.83,872.68,73.06,7.93,18.6,8.78,61.22,197.8,101,0.738,3606.36
maize,45.57,5.52,75.93,23.27,88.48,30.6,546.75,80.77,8.52,61.53,27.06,6.01,415.71,140,0.637,6267.24
maize,57.42,5.57,86.02,68.67,79.07,25.56,568.9,72.11,7.68,49.2,21.75,9.35,364.93,135,0.614,5805.21
soybean,65.99,6.28,110.11,56.5,30.2,20.24,958.77,80.73,5.58,28.22,13.34,26.56,423.82,116,0.586,1711.77
wheat,58.6,6.0,117.58,53.61,57.19,31.32,755.41,74.08,5.73,17.78,5.69,98.75,440.88,127,0.891,4574.76
rice,54.21,6.64,48.78,44.27,50.19,19.92,461.01,67.69,8.4,19.77,6.22,81.32,35.43,120,0.698,4619.38
soybean,81.8,6.25,47.56,22.94,47.79,21.98,930.43,54.96,7.23,27.94,12.11,29.56,162.29,146,0.673,2070.83
soybean,49.78,6.27,108.58,71.55,73.65,31.48,727.3,72.33,5.97,35.94,15.26,18.23,325.58,138,0.848,1954.84
soybean,71.2,7.42,64.28,24.34,67.46,29.0,654.73,57.16,7.2,36.96,15.27,17.72,50.59,109,0.896,2047.12
cotton,48.94,6.66,77.95,63.3,42.44,31.9,912.48,75.28,6.22,63.7,25.25,6.22,206.32,109,0.677,2971.15
rice,84.56,6.71,51.89,62.77,45.38,19.93,461.73,69.38,5.91,26.45,10.18,37.13,100.42,133,0.627,4074.58
maize,50.69,5.98,96.63,58.14,68.26,33.78,520.7,55.71,6.93,56.53,22.78,7.77,362.4,92,0.621,6651.11
rice,65.02,7.31,40.55,67.32,31.08,31.03,516.67,83.69,8.71,12.44,4.5,178.77,2.59,107,0.814,3384.3
cotton,88.31,6.55,70.37,54.13,30.24,33.02,720.12,69.03,6.15,65.94,20.32,7.46,496.28,101,0.63,2513.18
cotton,40.49,5.66,73.42,48.51,65.09,25.6,748.06,61.55,7.13,53.23,17.9,10.5,34.16,96,0.796,2512.98
soybean,42.86,6.35,102.42,22.19,92.88,24.7,812.53,77.71,5.75,21.84,8.73,52.43,215.83,142,0.576,2274.41
cotton,73.17,6.67,42.59,56.56,70.94,34.21,542.44,59.04,6.21,60.12,18.56,8.96,424.52,112,0.877,2917.87
soybean,40.0,7.32,111.75,69.86,38.48,29.0,669.85,64.89,7.08,25.12,11.19,35.59,202.31,117,0.74,2093.01
rice,83.11,6.45,49.56,77.48,30.52,21.91,481.22,68.02,6.82,19.94,9.29,53.97,32.79,146,0.748,4534.0
cotton,55.82,6.84,41.8,62.03,61.08,18.55,655.75,82.67,5.44,58.4,28.28,6.06,257.76,144,0.842,2649.0
soybean,59.77,6.3,103.68,67.49,68.3,26.11,944.93,54.6,8.71,39.17,15.35,16.63,98.19,137,0.837,2041.89
wheat,83.7,5.64,68.12,68.51,81.94,33.0,1188.25,67.35,5.1,16.76,5.03,118.58,110.87,101,0.832,3918.53
wheat,88.49,6.7,97.49,43.5,33.49,26.09,1131.83,52.52,8.11,17.34,6.04,95.41,451.27,100,0.805,3852.21
soybean,64.16,5.74,95.17,55.7,92.33,26.86,400.0,81.02,8.42,29.35,13.3,25.61,422.08,106,0.543,1818.76
rice,53.77,6.24,118.94,21.64,65.95,31.74,955.71,54.24,6.73,23.8,8.8,47.73,400.23,126,0.834,4138.59
wheat,44.77,6.5,76.29,74.44,51.73,18.0,693.23,61.56,8.0,10.0,3.5,285.41,13.71,100,0.848,4476.45
maize,84.3,5.57,92.0,24.44,47.34,33.51,486.33,74.57,6.42,64.8,19.95,7.74,225.71,125,0.662,7938.12
wheat,48.89,6.52,54.3,66.07,90.57,28.85,539.55,75.36,5.53,14.66,7.1,96.09,346.6,101,0.891,4083.31
wheat,44.31,6.32,67.68,68.96,44.37,32.69,615.32,68.09,5.57,18.5,8.73,61.91,163.59,148,0.573,3472.74
maize,86.53,7.21,91.16,67.32,67.93,32.28,486.22,74.76,8.84,61.64,21.5,7.55,420.68,114,0.624,7484.04
maize,78.25,6.28,76.38,46.76,44.66,28.86,966.7,56.58,9.41,73.18,27.98,4.88,340.21,144,0.59,7581.17
soybean,80.22,6.11,40.38,75.13,83.64,32.68,561.71,52.61,9.72,30.23,14.65,22.58,8.32,93,0.744,2046.92
rice,77.77,7.32,79.88,58.46,82.38,29.3,639.79,62.71,5.88,22.95,11.14,39.11,453.85,133,0.846,3540.03
wheat,86.36,7.38,57.42,58.43,41.68,31.76,905.99,68.03,7.45,10.0,4.68,213.72,386.74,138,0.642,3733.32
soybean,84.16,6.16,68.61,54.54,63.14,27.93,1044.58,52.74,7.55,33.48,13.41,22.27,315.32,117,0.899,2337.58
wheat,67.63,5.74,77.53,22.35,91.17,24.21,983.58,81.46,6.43,15.7,5.39,118.15,211.07,103,0.869,3888.19
wheat,44.3,6.68,116.83,72.74,79.99,31.12,510.13,66.71,8.93,12.56,4.89,162.86,252.62,101,0.692,4238.23
cotton,49.08,6.2,58.93,54.67,90.26,19.02,975.52,65.71,5.96,56.44,26.51,6.68,85.52,94,0.535,3030.32
maize,44.03,5.54,89.56,23.28,82.43,22.96,1189.27,50.84,9.08,64.29,22.48,6.92,435.94,131,0.802,7537.07
soybean,46.76,5.73,62.88,76.66,33.38,28.24,436.71,74.41,7.65,28.33,12.22,28.89,427.65,129,0.858,2203.58
maize,77.49,6.98,112.41,71.08,91.17,26.31,503.32,71.34,9.84,65.74,25.54,5.96,411.26,136,0.647,7836.66
maize,41.18,6.5,61.44,45.99,99.21,19.13,587.24,64.81,6.47,61.74,29.36,5.52,282.01,141,0.763,5965.13
soybean,86.48,7.39,105.91,42.08,96.43,24.5,928.54,54.53,5.98,21.49,10.18,45.73,242.35,129,0.673,1790.11
soybean,62.82,5.55,56.12,30.61,36.72,18.24,956.32,60.94,8.56,26.06,12.96,29.61,416.23,107,0.805,1811.06
rice,70.35,6.78,84.67,58.42,94.16,22.47,919.02,77.65,9.95,24.7,8.18,49.5,336.74,126,0.514,4618.25
rice,67.06,6.59,102.71,65.69,74.49,30.91,979.7,50.17,6.0,16.14,7.99,77.53,64.71,128,0.763,3811.08
maize,58.35,7.21,86.01,40.22,54.53,21.04,903.75,62.72,8.96,57.56,19.47,8.92,481.56,133,0.598,7307.35
wheat,53.1,6.09,67.28,39.82,55.25,23.53,796.51,59.44,6.12,15.67,7.21,88.53,491.65,96,0.548,3668.64
rice,80.62,5.99,69.76,67.93,60.48,21.45,463.57,61.81,5.8,20.58,6.6,73.64,125.39,103,0.841,3850.08
soybean,84.04,6.79,42.7,22.74,65.66,28.54,699.69,53.5,6.98,32.5,14.79,20.8,83.5,92,0.644,2156.53
maize,77.28,5.51,79.83,46.02,39.9,31.38,659.28,60.17,9.89,57.44,22.17,7.85,227.72,127,0.795,6658.1
wheat,73.38,6.95,47.52,66.12,96.68,25.87,1174.1,74.78,5.29,22.83,9.78,44.81,207.56,119,0.508,3824.63
maize,47.43,5.62,67.96,47.77,55.74,33.55,1109.87,65.81,8.25,51.87,23.68,8.14,362.11,110,0.656,5503.36
cotton,80.57,6.52,55.36,66.14,79.97,29.08,640.28,52.45,7.91,53.99,25.91,7.15,461.67,120,0.62,2213.6
soybean,41.91,6.77,59.66,47.74,67.88,23.0,840.41,52.53,5.18,29.93,14.1,23.69,455.95,120,0.599,1852.06
cotton,41.39,5.98,72.11,53.93,70.1,19.82,764.8,55.6,7.75,52.44,23.69,8.05,101.1,114,0.629,2807.45
rice,81.91,7.44,73.47,78.47,40.09,23.71,562.09,66.21,6.18,30.21,14.88,22.24,168.99,127,0.886,4154.43
maize,85.03,6.87,110.73,76.83,45.95,24.74,567.21,70.12,9.74,49.36,21.59,9.38,94.24,126,0.568,7290.35
soybean,44.12,7.36,118.79,27.64,89.86,34.6,1025.02,60.94,5.26,30.89,10.47,30.93,454.9,132,0.681,2357.57
cotton,44.76,5.82,111.1,21.35,97.64,30.08,512.19,67.25,5.87,52.81,20.56,9.21,205.49,92,0.707,2160.81
wheat,78.98,6.46,100.09,75.62,52.31,23.48,926.5,50.73,7.86,21.15,9.24,51.15,120.27,94,0.535,3622.34
maize,45.89,5.91,97.84,62.96,67.7,27.51,429.91,80.51,6.39,57.86,25.77,6.71,96.23,141,0.688,7889.48
cotton,50.52,6.82,68.05,58.68,40.17,27.98,717.05,69.31,9.07,54.5,20.11,9.13,441.69,125,0.572,2926.91
soybean,76.88,7.39,42.35,38.77,50.42,25.95,846.83,83.66,9.89,33.22,12.6,23.89,379.65,132,0.682,1780.58
wheat,78.28,6.45,79.87,30.29,79.27,25.25,775.68,81.48,5.71,19.34,8.14,63.57,438.5,99,0.845,3937.34
wheat,81.44,7.01,97.28,66.33,39.43,33.01,663.86,53.73,7.0,13.35,5.89,127.15,156.0,122,0.53,3647.03
cotton,79.76,7.27,89.04,69.82,36.89,33.0,900.46,62.79,7.47,56.41,22.77,7.79,351.77,142,0.895,2964.65
maize,74.39,6.14,82.7,70.72,89.7,28.0,956.03,63.44,8.02,52.62,22.75,8.35,80.8,143,0.85,7854.6
cotton,51.17,7.14,50.79,57.79,80.19,18.02,571.18,75.91,5.56,51.77,20.23,9.55,251.26,140,0.861,2697.57
wheat,81.38,6.0,73.52,37.01,93.32,23.81,893.39,59.79,8.69,17.51,5.97,95.72,13.75,113,0.784,4218.87
rice,42.45,5.72,60.52,55.65,30.04,28.71,573.13,63.02,7.92,21.25,9.59,49.04,452.37,91,0.846,3981.84
cotton,73.37,6.51,89.86,71.17,54.11,19.54,884.23,74.44,9.29,53.95,26.06,7.11,229.04,120,0.539,2930.71
wheat,89.73,6.69,116.78,37.62,81.06,29.0,889.65,58.52,6.4,13.66,5.35,136.83,110.94,107,0.554,4278.72
rice,63.39,6.48,55.92,60.21,91.61,24.21,447.5,66.58,5.73,17.14,8.57,68.08,291.91,101,0.692,4344.99
rice,57.38,6.34,116.59,46.56,77.93,32.57,884.84,65.97,9.15,17.55,8.3,68.69,213.31,105,0.605,4136.66
rice,85.13,6.03,90.62,36.2,51.87,29.59,425.7,73.24,9.41,25.03,11.98,33.34,364.64,142,0.892,4270.12
rice,54.3,6.8,46.65,70.01,78.0,25.48,1137.56,54.35,7.72,13.6,6.51,113.04,180.78,107,0.669,4264.9
rice,44.65,6.85,113.71,58.89,98.59,25.39,786.27,59.47,6.06,22.37,7.94,56.32,324.1,110,0.504,3314.1
maize,50.13,5.89,88.32,31.69,76.31,30.45,699.06,55.91,8.33,62.08,28.98,5.56,331.01,145,0.673,6506.4
maize,60.03,6.72,65.78,75.56,52.81,29.77,709.77,79.05,9.05,51.94,19.56,9.84,46.87,93,0.634,6605.19
rice,83.59,7.44,46.84,20.01,93.31,25.88,720.89,79.21,9.03,26.37,8.8,43.09,185.82,110,0.624,4214.99
wheat,88.78,6.05,48.73,38.83,32.18,28.9,532.8,81.87,6.96,16.62,7.22,83.34,206.91,113,0.57,3695.45
maize,57.81,6.96,101.5,59.06,61.94,29.0,1095.71,84.07,5.54,59.02,28.7,5.9,188.84,111,0.893,8226.03
maize,52.86,7.1,97.03,36.51,43.34,20.46,822.82,54.91,8.2,58.36,23.62,7.25,241.55,108,0.89,7309.98
cotton,69.66,6.55,117.53,72.29,76.38,23.62,491.93,54.68,6.65,69.03,23.85,6.07,307.12,138,0.705,2604.78
soybean,89.5,6.74,97.93,69.12,70.18,27.61,402.78,66.21,9.79,24.3,7.85,52.41,183.75,116,0.61,1660.83
rice,48.53,6.7,68.35,62.15,30.19,25.63,936.34,84.57,6.84,11.87,5.63,149.7,230.04,97,0.667,3461.76
soybean,84.64,7.47,71.8,73.61,58.75,21.87,515.04,52.02,5.38,23.3,11.62,36.91,404.35,106,0.729,1962.13
cotton,87.23,6.16,73.69,55.13,38.5,27.03,687.48,58.72,5.05,64.68,28.77,5.37,350.55,139,0.732,2782.81
soybean,83.35,6.78,46.77,35.93,94.12,31.85,585.39,60.1,6.55,30.22,12.52,26.44,410.97,138,0.847,2421.96
rice,59.19,6.82,104.83,72.13,35.81,30.63,732.26,50.57,7.25,16.52,8.05,75.23,487.8,115,0.658,4355.58
soybean,79.03,6.91,96.3,24.27,74.5,32.16,1008.12,70.41,7.9,27.66,9.1,39.73,247.53,96,0.848,1867.85
cotton,55.4,6.73,100.45,31.2,79.04,31.43,1033.87,74.28,7.33,55.63,19.87,9.05,363.78,110,0.781,2933.98
maize,42.37,5.76,109.77,25.3,91.82,20.85,810.47,64.66,7.64,71.94,24.46,5.68,389.7,141,0.871,5751.23
rice,79.3,7.14,80.75,38.61,47.29,24.01,837.75,52.69,6.38,25.45,9.1,43.16,19.63,137,0.785,3151.74
cotton,58.79,6.58,49.16,32.58,61.05,31.47,496.68,82.55,8.84,64.15,22.9,6.81,1.94,108,0.575,2198.45
soybean,66.44,6.35,50.19,76.09,66.01,29.11,1040.85,51.14,8.71,29.48,11.62,29.2,362.33,99,0.626,2194.38
soybean,41.31,6.85,42.65,29.33,55.69,24.1,598.0,70.02,6.96,33.05,12.5,24.19,247.24,113,0.85,1885.1
wheat,73.69,6.47,89.45,61.81,68.51,22.13,1061.18,77.23,5.33,12.31,5.91,137.39,4.96,122,0.627,3601.63
wheat,43.31,6.04,72.62,60.94,30.24,18.91,471.23,66.96,7.86,23.14,9.02,47.89,77.77,127,0.555,4156.32
wheat,63.78,7.36,87.87,40.29,36.4,24.35,838.35,66.68,9.9,16.82,8.03,74.06,229.18,95,0.54,3477.4
maize,57.52,7.5,80.83,20.58,50.43,33.86,449.76,70.43,8.85,60.73,19.15,8.6,249.51,138,0.812,7843.17
maize,83.86,6.93,47.87,46.43,78.3,23.35,983.93,57.09,5.2,58.8,18.91,8.99,337.33,132,0.825,7481.49
maize,62.6,5.64,88.95,23.53,97.32,34.11,519.76,68.46,8.23,52.78,22.3,8.49,397.88,111,0.557,6550.27
cotton,60.61,5.65,83.9,76.59,73.36,27.76,907.65,74.38,5.32,55.55,22.43,8.03,289.0,145,0.508,2731.45
cotton,80.13,6.24,100.39,75.97,95.41,26.3,918.67,78.56,5.32,57.66,23.45,7.4,313.46,134,0.86,2892.13
rice,63.75,6.44,86.15,77.01,31.78,26.34,493.42,77.97,5.5,16.63,5.31,113.27,42.95,116,0.773,3941.76
wheat,70.45,6.17,102.98,37.07,42.59,26.76,1080.05,65.82,5.96,13.61,6.25,117.66,30.48,106,0.661,4753.1
soybean,67.6,7.05,53.11,45.61,77.42,30.6,740.94,83.03,8.37,30.25,14.27,23.17,195.07,114,0.729,1952.95
maize,84.29,7.24,45.42,53.03,74.66,23.93,772.01,58.89,9.15,62.8,20.46,7.78,417.52,112,0.542,6806.22
maize,51.62,6.63,77.68,49.79,99.15,21.04,603.39,67.26,9.03,65.39,28.46,5.37,392.43,97,0.758,6124.01
maize,85.29,6.52,81.11,49.12,47.73,19.89,922.77,71.32,8.09,56.26,27.28,6.52,245.16,147,0.768,7440.71
cotton,41.05,6.63,46.71,53.22,33.58,22.78,1185.18,57.72,7.26,67.89,23.64,6.23,135.19,127,0.65,2255.1
wheat,50.71,7.37,104.19,55.9,55.52,31.1,1085.46,72.26,5.65,15.33,6.73,96.99,442.25,125,0.895,4127.01
maize,85.79,6.59,42.22,55.9,72.47,32.85,568.13,50.4,9.17,62.08,26.47,6.09,389.61,116,0.778,7509.95
rice,41.57,5.95,71.27,30.16,57.17,26.3,1176.66,62.67,9.55,18.14,6.64,83.02,340.39,101,0.702,3499.23
cotton,81.43,7.06,76.92,39.0,66.44,29.95,479.53,54.01,5.57,63.03,25.25,6.28,414.26,106,0.825,2283.63
rice,85.46,6.36,70.26,49.34,44.08,20.7,830.09,60.91,8.71,10.0,3.22,310.47,211.64,110,0.766,4239.28
rice,59.42,7.07,113.64,30.01,90.9,22.44,526.76,77.49,7.82,28.44,9.44,37.22,350.76,139,0.79,3503.72
cotton,53.64,5.64,71.67,62.02,52.01,25.87,1133.04,68.7,6.77,66.09,31.16,4.86,235.34,138,0.664,2242.28
rice,53.34,5.93,50.76,66.85,59.31,33.92,967.69,72.96,5.97,21.13,7.0,67.67,142.57,103,0.779,3301.27
wheat,76.59,6.53,53.67,75.78,54.3,19.59,1005.39,70.94,8.58,15.12,6.67,99.12,323.29,93,0.743,4884.65
cotton,88.7,6.9,117.79,57.22,90.73,23.26,681.68,57.06,9.04,59.48,23.62,7.12,214.28,119,0.791,2790.84
soybean,74.67,6.91,109.69,54.51,82.24,20.94,1099.1,82.83,7.05,28.83,12.78,27.14,252.62,120,0.795,1929.57
cotton,68.43,6.28,103.2,75.74,96.95,21.83,811.25,71.66,9.55,56.79,20.82,8.46,188.57,103,0.787,2388.03
cotton,87.65,6.3,50.26,24.83,88.35,33.03,904.47,57.25,5.66,49.38,18.15,11.16,224.72,91,0.524,2178.16
soybean,54.12,6.2,73.23,24.17,89.37,30.09,536.47,75.12,5.86,26.04,9.48,40.49,491.46,130,0.648,2234.73
maize,64.99,7.11,71.78,58.31,66.13,30.5,963.26,75.14,8.63,64.36,30.59,5.08,52.77,100,0.501,7750.13
wheat,52.36,7.27,58.16,58.25,51.01,20.21,651.91,52.79,9.83,19.66,8.72,58.31,414.75,146,0.551,4173.76
rice,87.21,5.86,118.35,57.89,76.46,24.89,793.97,81.15,5.55,22.07,9.75,46.46,156.26,123,0.791,3463.34
wheat,68.19,6.0,50.07,76.71,70.31,30.21,1146.29,51.53,8.42,15.18,5.24,125.75,136.62,90,0.814,4322.8
rice,59.41,6.76,67.31,48.02,82.64,30.88,1198.17,52.69,8.75,21.93,8.27,55.13,476.17,111,0.817,3788.19
soybean,42.61,6.25,103.48,37.69,86.22,24.26,800.06,75.53,5.57,29.46,11.08,30.63,461.46,136,0.728,2455.34
soybean,82.36,6.27,75.8,22.17,95.48,27.18,932.24,78.37,6.12,30.27,14.57,22.68,441.75,133,0.807,1784.67
maize,85.63,6.99,50.28,24.79,81.81,27.59,1006.36,80.59,8.92,59.49,26.92,6.24,80.98,120,0.576,6974.59
rice,86.64,6.84,78.41,49.08,71.36,26.47,426.16,69.18,9.08,15.52,4.85,133.01,141.42,112,0.804,3425.44
rice,51.01,6.09,66.58,33.31,47.85,29.44,1147.03,59.95,9.21,20.93,7.66,62.35,181.52,107,0.674,4221.14
maize,84.91,6.89,105.88,67.58,42.49,33.31,1061.96,76.62,6.22,51.17,16.69,11.71,177.93,121,0.874,7811.46
soybean,69.07,5.85,42.69,57.98,68.9,29.2,829.12,65.53,9.22,36.79,16.08,16.91,38.68,147,0.771,1916.84
maize,55.54,6.13,62.19,48.19,81.01,30.17,936.93,50.3,7.63,62.97,26.31,6.04,474.32,90,0.717,6615.12
soybean,55.59,6.13,102.94,27.89,77.23,24.02,930.2,55.12,7.61,27.68,10.24,35.27,215.57,101,0.661,1857.42
wheat,63.83,6.96,73.86,56.57,84.07,30.17,1181.8,60.47,5.3,10.0,4.41,226.8,399.34,129,0.552,3997.67
cotton,45.94,6.99,92.21,53.0,72.13,19.16,625.18,80.32,7.91,60.91,18.94,8.67,177.68,142,0.677,2668.08
